Stop_Signs
STREET,X_STREET,DIRECTION,ST_FACING,DIST,CNN,CONCATENAT,MTAB_DATE,MTAB_RESO_TEXT,MTAB_MOTION,STATUS,WORKORDER,INSTALL_DATE,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
SUTTER,LYON,NE,WB,,26832000,SUTTER & LYON,,,,,,,POINT (-122.44482 37.78461),103,103,8,11,31
POST,BAKER,SW,EB,,26814000,POST ST & BAKER ST,20170321000000,,170321-030,I,17-4595,,POINT (-122.44298 37.783894),103,103,8,6,15
LYON,SUTTER,SE,NB,0,26832000,LYON ST & SUTTER ST,,,,I,,,POINT (-122.44482 37.78461),103,103,8,11,31
BAKER,SUTTER,NW,SB,0,26815000,BAKER ST & SUTTER ST,,,,,,,POINT (-122.44317 37.78482),103,103,8,11,15
SUTTER,SCOTT,NE,WB,0,26625000,SUTTER & SCOTT,,,,,,,POINT (-122.438194 37.785454),103,103,4,11,15
SCOTT,SUTTER,NW,SB,0,26625000,SCOTT & SUTTER,,,,,,,POINT (-122.438194 37.785454),103,103,4,11,15
PIERCE,SUTTER,SE,NB,0,26626000,PIERCE ST & SUTTER ST,,,,,,,POINT (-122.43655 37.785664),103,103,4,11,15
SUTTER,PIERCE,SW,EB,,26626000,SUTTER & PIERCE,,,,,,,POINT (-122.43655 37.785664),103,103,4,11,15
BRODERICK,POST ST,SE,NB,,26806000,BRODERICK ST & POST ST,20170321000000,,170321-030,I,17-4595,,POINT (-122.44134 37.784103),103,103,8,11,15
PRESIDIO,POST,SE,NB,0,26838000,PRESIDIO AVE & POST ST,,,,,,,POINT (-122.44602 37.783504),103,103,8,6,31
PIERCE,SUTTER,NW,SB,0,26626000,PIERCE ST & SUTTER ST,,,,,,,POINT (-122.43655 37.785664),103,103,4,11,15
POST,BRODERICK,NE,WB,<Null>,26806000,POST ST & BRODERICK ST,20170321000000,,170321-030,I,17-4595,,POINT (-122.44134 37.784103),103,103,8,11,15
SUTTER,BAKER,SW,EB,0,26815000,SUTTER & BAKER,,,,,,,POINT (-122.44317 37.78482),103,103,8,11,15
POST,BAKER,NE,WB,,26814000,POST ST & BAKER ST,20170321000000,,170321-030,I,17-4595,,POINT (-122.44298 37.783894),103,103,8,6,15
PRESIDIO,POST,NW,SB,0,26838000,PRESIDIO AVE & POST ST,,,,,,,POINT (-122.44602 37.783504),103,103,8,6,31
POST,PRESIDIO,NE,WB,,26838000,POST & PRESIDIO,,,,,,,POINT (-122.44602 37.783504),103,103,8,6,31
BRODERICK,SUTTER,NW,SB,0,26809000,BRODERICK ST & SUTTER ST,,,,,,,POINT (-122.44152 37.78503),103,103,8,11,15
STONE,WASHINGTON,,SB,,25043000,,,,,,,,POINT (-122.40889 37.794838),104,104,6,3,6
WALTER U LUM,CLAY,NW,SB,,24770000,WALTER U LUM PL & CLAY ST,,,,I,19-8580,20191024000000,POINT (-122.40565 37.794342),104,104,6,3,6
WAVERLY,CLAY,NW,SB,,24987000,WAVERLY PL & CLAY ST,,,,I,,,POINT (-122.40681 37.794193),104,104,6,3,6
WENTWORTH,WASHINGTON,NW,SB,,24780000,WENTWORTH PL & WASHINGTON ST,20190716000000,,190716-086,I,19-8340,20200117000000,POINT (-122.40603 37.795193),104,104,6,3,6
WALTER U LUM,CLAY,NW,SB,,24770000,WALTER U LUM PL & CLAY ST,,,,I,19-8580,20191024000000,POINT (-122.40565 37.794342),104,104,6,3,6
HANGAH,CLAY,SE,SB,0,25019000,HANGAH & CLAY,,,,,,,POINT (-122.40747 37.79403),104,104,6,3,6
QUINCY,PINE,NW,SB,0,24743000,QUINCY & PINE,,,,,,,POINT (-122.405426 37.79153),104,104,6,3,8
COMMERCIAL,KEARNY,NE,WB,0,24750000,COMMERCIAL & KEARNY,,,,,,,POINT (-122.40469 37.794018),104,104,6,3,6
MERCHANT,KEARNY,NE,WB,0,24773000,MERCHANT & KEARNY,,,,,,,POINT (-122.40486 37.794853),104,104,6,3,6
VALLEJO,POLK,NE,WB,0,25317000,VALLEJO & POLK,,,,,,,POINT (-122.42195 37.796894),105,105,4,3,32
VALLEJO,POLK,SW,EB,0,25317000,VALLEJO & POLK,,,,,,,POINT (-122.42195 37.796894),105,105,4,3,32
POLK,GREEN,NW,SB,0,25562000,POLK ST & GREEN ST,,,,,,,POINT (-122.422134 37.79782),105,105,4,3,32
GREEN,POLK,SW,EB,0,25562000,GREEN & POLK,,,,,,,POINT (-122.422134 37.79782),105,105,4,3,32
POLK,GREEN,SE,NB,0,25562000,POLK ST & GREEN ST,,,,,,,POINT (-122.422134 37.79782),105,105,4,3,32
POLK,VALLEJO,NW,SB,0,25317000,POLK ST & VALLEJO ST,,,,,,,POINT (-122.42195 37.796894),105,105,4,3,32
GREEN,POLK,NE,WB,0,25562000,GREEN & POLK,,,,,,,POINT (-122.422134 37.79782),105,105,4,3,32
POLK,VALLEJO,SE,NB,0,25317000,POLK ST & VALLEJO ST,,,,,,,POINT (-122.42195 37.796894),105,105,4,3,32
STOCKTON,FRANCISCO,NW,SB,0,25405000,STOCKTON & FRANCISCO,,,,,,,POINT (-122.41011 37.80509),106,106,6,3,23
JASPER,GREEN,NW,SB,,25353000,JASPER ST & GREEN ST,20190716000000,,190716-086,I,19-8217,20200212000000,POINT (-122.40816 37.799595),106,106,6,3,23
FILBERT,STOCKTON,NE,WB,0,25366000,FILBERT ST & STOCKTON,,,,,,,POINT (-122.409355 37.801365),106,106,6,3,23
POWELL,VALLEJO,SE,NB,,25411000,POWELL & VALLEJO,,,,,,,POINT (-122.410446 37.798367),106,106,6,3,6
GREEN,POWELL,SW,EB,0,25412000,GREEN & POWELL,,,,,,,POINT (-122.41063 37.799297),106,106,6,3,6
GRANT,UNION,SE,NB,0,25343000,GRANT & UNION,,,,,,,POINT (-122.40757 37.800632),106,106,6,3,23
OSGOOD,BROADWAY,SE,NB,0,24763000,OSGOOD & BROADWAY,,,,,,,POINT (-122.40306 37.798317),106,106,6,3,23
MONTGOMERY,PACIFIC,NW,SB,0,24762000,MONTGOMERY & PACIFIC,,,,,,,POINT (-122.40366 37.797295),106,106,6,3,6
MIDWAY,FRANCISCO,NW,SB,,25408000,MIDWAY ST & FRANCISCO ST,,,,I,,,POINT (-122.40929 37.8052),106,106,6,3,23
STOCKTON,CHESTNUT,SE,NB,,25399000,STOCKTON & CHESTNUT,,,,,,,POINT (-122.40992 37.80416),106,106,6,3,23
STOCKTON,GREENWICH,SE,NB,0,25395000,STOCKTON & GREENWICH,,,,,,,POINT (-122.409546 37.802296),106,106,6,3,23
POWELL,CHESTNUT,SE,NB,0,25455000,POWELL ST & CHESTNUT ST,,,,I,,,POINT (-122.411575 37.80396),106,106,6,3,23
LOMBARD,POWELL,NE,WB,0,25453000,LOMBARD ST & POWELL ST,,,,I,,,POINT (-122.41138 37.80303),106,106,6,3,23
STOCKTON,FRANCISCO,SE,NB,0,25405000,STOCKTON & FRANCISCO,,,,,,,POINT (-122.41011 37.80509),106,106,6,3,23
LOMBARD,STOCKTON,NE,WB,0,25398000,LOMBARD ST & STOCKTON ST,,,,I,,,POINT (-122.40974 37.80323),106,106,6,3,23
GREENWICH,POWELL,SW,EB,0,25451000,GREENWICH ST & POWELL ST,,,,,,,POINT (-122.41119 37.802097),106,106,6,3,23
JASPER,FILBERT,SE,NB,,30714000,JASPER PL & FILBERT ST,20190716000000,,190716-086,I,19-8217,20200212000000,POINT (-122.40854 37.801468),106,106,6,3,23
GREENWICH,STOCKTON,SW,EB,0,25395000,GREENWICH ST & STOCKTON ST,,,,,,,POINT (-122.409546 37.802296),106,106,6,3,23
STOCKTON,LOMBARD,NW,SB,0,25398000,STOCKTON & LOMBARD,,,,,,,POINT (-122.40974 37.80323),106,106,6,3,23
BANNAM,GREEN,NW,SB,,25336000,BANNAM PL & GREEN ST,20190716000000,,190716-086,I,19-8217,20200212000000,POINT (-122.407684 37.79966),106,106,6,3,23
FRANCISCO,POWELL,SW,EB,0,25458000,FRANCISCO ST & POWELL ST,,,,,,,POINT (-122.41175 37.80489),106,106,6,3,23
MASON,LOMBARD,SE,NB,0,25464000,MASON ST & LOMBARD ST,,,,,,,POINT (-122.413025 37.802822),106,106,6,3,23
UNION,GRANT,NE,WB,0,25343000,UNION & GRANT,,,,,,,POINT (-122.40757 37.800632),106,106,6,3,23
UNION,STOCKTON,NE,WB,0,25365000,UNION & STOCKTON,,,,,,,POINT (-122.40918 37.80044),106,106,6,3,23
VALLEJO,MONTGOMERY,NE,WB,,24841000,VALLEJO & MONTGOMERY,,,,,,,POINT (-122.40404 37.799168),106,106,6,3,23
MASON,LOMBARD,NW,SB,0,25464000,MASON ST & LOMBARD ST,,,,,,,POINT (-122.413025 37.802822),106,106,6,3,23
BANNAM,UNION,SE,NB,,12844000,BANNAM PL & UNION ST,20190716000000,,190716-086,I,19-8217,20200212000000,POINT (-122.40788 37.800594),106,106,6,3,23
LOMBARD,STOCKTON,SW,EB,0,25398000,LOMBARD ST & STOCKTON ST,,,,I,,,POINT (-122.40974 37.80323),106,106,6,3,23
JACKSON ST,MONTGOMERY,SW,EB,,24765000,JACKSON ST & MONTGOMERY,,,,,,,POINT (-122.40348 37.796413),106,106,6,3,6
FRANCISCO,STOCKTON,NE,WB,0,25405000,FRANCISCO ST & STOCKTON ST,,,,,,,POINT (-122.41011 37.80509),106,106,6,3,23
GREENWICH,POWELL,,SB,,25451000,GREENWICH ST & POWELL ST,,,,,,,POINT (-122.41119 37.802097),106,106,6,3,23
UNION,GRANT,SW,EB,0,25343000,UNION & GRANT,,,,,,,POINT (-122.40757 37.800632),106,106,6,3,23
FRANCISCO,TAYLOR,NE,WB,0,25523000,FRANCISCO ST & TAYLOR ST,,,,,,,POINT (-122.41504 37.804478),106,106,6,3,23
POWELL,CHESTNUT,NW,SB,0,25455000,POWELL ST & CHESTNUT ST,,,,I,,,POINT (-122.41157 37.80396),106,106,6,3,23
GREENWICH,POWELL,NE,WB,0,25451000,GREENWICH ST & POWELL ST,,,,,,,POINT (-122.41119 37.802097),106,106,6,3,23
BARTOL,BROADWAY,SE,NB,0,24826000,BARTOL & BROADWAY,,,,,,,POINT (-122.4035 37.798264),106,106,6,3,23
GRANT,GREEN,,NB,,25326000,GRANT & GREEN,,,,,,,POINT (-122.40738 37.799698),106,106,6,3,23
LOMBARD,POWELL,SW,EB,0,25453000,LOMBARD ST & POWELL ST,,,,I,,,POINT (-122.41138 37.80303),106,106,6,3,23
GREENWICH,COLUMBUS,,WB,,25451000,GREENWICH ST & POWELL ST,,,,,,,POINT (-122.41235 37.80195),106,106,6,3,23
VALLEJO,GRANT,SE,WB,0,25325000,VALLEJO & GRANT,,,,,,,POINT (-122.407196 37.79877),106,106,6,3,23
STOCKTON,LOMBARD,SE,NB,0,25398000,STOCKTON & LOMBARD,,,,,,,POINT (-122.40974 37.80323),106,106,6,3,23
POWELL,LOMBARD,NW,SB,0,25453000,POWELL & LOMBARD,,,,,,,POINT (-122.41138 37.80303),106,106,6,3,23
POWELL,FILBERT,SE,NB,0,25425000,POWELL & FILBERT,,,,,,,POINT (-122.411 37.801167),106,106,6,3,23
LOMBARD,MASON,SW,EB,0,25464000,LOMBARD ST & MASON ST,,,,I,,,POINT (-122.413025 37.802822),106,106,6,3,23
MONTGOMERY,VALLEJO,SE,NB,0,24841000,MONTGOMERY & VALLEJO,,,,,,,POINT (-122.40404 37.799168),106,106,6,3,23
FRANCISCO,TAYLOR,SW,EB,0,25523000,FRANCISCO ST & TAYLOR ST,,,,,,,POINT (-122.41504 37.804478),106,106,6,3,23
STOCKTON,CHESTNUT,NW,SB,,25399000,STOCKTON & CHESTNUT,,,,,,,POINT (-122.40992 37.80416),106,106,6,3,23
POWELL,VALLEJO,NW,SB,,25411000,POWELL & VALLEJO,,,,,,,POINT (-122.410446 37.798367),106,106,6,3,6
LOMBARD,MASON,NE,WB,0,25464000,LOMBARD ST & MASON ST,,,,I,,,POINT (-122.413025 37.802822),106,106,6,3,23
POWELL,FILBERT,,WB,,25425000,POWELL & FILBERT,,,,,,,POINT (-122.411 37.801167),106,106,6,3,23
CHESTNUT,POWELL,NE,WB,0,25455000,CHESTNUT & POWELL,,,,,,,POINT (-122.41157 37.80396),106,106,6,3,23
JASPER,UNION,NW,SB,,25357000,JASPER ST & UNION ST,20190716000000,,190716-086,I,19-8217,20200212000000,POINT (-122.40835 37.80054),106,106,6,3,23
CHESTNUT,STOCKTON,SW,EB,0,25399000,CHESTNUT & STOCKTON,,,,,,,POINT (-122.40992 37.80416),106,106,6,3,23
UNION,STOCKTON,SW,EB,0,25365000,UNION & STOCKTON,,,,,,,POINT (-122.40918 37.80044),106,106,6,3,23
FILBERT,STOCKTON,SW,EB,0,25366000,FILBERT ST & STOCKTON,,,,,,,POINT (-122.409355 37.801365),106,106,6,3,23
UNION,POWELL,,EB,,25423000,UNION & POWELL,,,,,,,POINT (-122.41082 37.800236),106,106,6,3,6
GREEN,GRANT,SW,EB,0,25326000,GREEN & GRANT,,,,,,,POINT (-122.40738 37.799698),106,106,6,3,23
POWELL,GREEN,NW,SB,,25412000,POWELL & GREEN,,,,,,,POINT (-122.41063 37.799297),106,106,6,3,6
MASON,FRANCISCO,,NB,0,25471000,MASON ST & FRANCISCO ST,,,,,,,POINT (-122.413414 37.80468),106,106,6,3,23
VANDEWATER,MASON,NE,WB,,25459000,VANDEWATER ST & MASON ST,20180605000000,,180605-082,I,18-611,,POINT (-122.413506 37.805145),106,106,6,3,23
JONES ST,COLUMBUS,SE,NB,0,25534000,JONES ST & COLUMBUS,,,,,,,POINT (-122.4168 37.804882),106,106,6,3,23
VALLEJO,POWELL,SW,EB,,25411000,VALLEJO & POWELL,,,,,,,POINT (-122.410446 37.798367),106,106,6,3,6
MASON,CHESTNUT,NW,SB,0,25463000,MASON ST & CHESTNUT ST,,,,,,,POINT (-122.41321 37.803757),106,106,6,3,23
POWELL,FILBERT,SE,NB,0,25425000,POWELL & FILBERT,,,,,,,POINT (-122.411 37.801167),106,106,6,3,23
STOCKTON,FILBERT,SE,NB,0,25366000,STOCKTON & FILBERT,,,,,,,POINT (-122.409355 37.801365),106,106,6,3,23
VALLEJO,POWELL,NE,WB,,25411000,VALLEJO & POWELL,,,,,,,POINT (-122.410446 37.798367),106,106,6,3,6
GENOA,UNION,NW,SB,0,25337000,GENOA & UNION,,,,,,,POINT (-122.40633 37.80079),106,106,6,3,23
FRANCISCO,POWELL,NE,WB,0,25458000,FRANCISCO ST & POWELL ST,,,,,,,POINT (-122.41175 37.80489),106,106,6,3,23
FRANCISCO,MASON,SW,EB,0,25471000,FRANCISCO ST & MASON ST,,,,,,,POINT (-122.413414 37.80468),106,106,6,3,23
HOUSTON,COLUMBUS,SW,EB,0,25526000,HOUSTON & COLUMBUS,,,,,,,POINT (-122.415436 37.803932),106,106,6,3,23
VARENNES,GREEN,NW,SB,0,25327000,VARENNES & GREEN,,,,,,,POINT (-122.4066 37.799797),106,106,6,3,23
CHESTNUT,STOCKTON,NE,WB,0,25399000,CHESTNUT & STOCKTON,,,,,,,POINT (-122.40992 37.80416),106,106,6,3,23
POWELL,FILBERT,NW,SB,0,25425000,POWELL & FILBERT,,,,,,,POINT (-122.411 37.801167),106,106,6,3,23
STOCKTON,UNION,SE,NB,0,25365000,STOCKTON & UNION,,,,,,,POINT (-122.40918 37.80044),106,106,6,3,23
MONTGOMERY,JACKSON,SE,NB,0,24765000,MONTGOMERY & JACKSON,,,,,,,POINT (-122.40348 37.796413),106,106,6,3,6
CHESTNUT,MASON,SW,EB,0,25463000,CHESTNUT & MASON,,,,,,,POINT (-122.41321 37.803757),106,106,6,3,23
UNION,POWELL,,WB,,25423000,UNION & POWELL,,,,,,,POINT (-122.41082 37.800236),106,106,6,3,6
PACIFIC,MONTGOMERY,NE,WB,,24762000,PACIFIC & MONTGOMERY,,,,,,,POINT (-122.40366 37.797295),106,106,6,3,6
POWELL,FRANCISCO,SE,NB,,25458000,POWELL & FRANCISCO,,,,,,,POINT (-122.41175 37.80489),106,106,6,3,23
GREENWICH,POWELL,,NB,,25451000,GREENWICH ST & POWELL ST,,,,,,,POINT (-122.41119 37.802097),106,106,6,3,23
POWELL,FILBERT,NW,SB,0,25425000,POWELL & FILBERT,,,,,,,POINT (-122.411 37.801167),106,106,6,3,23
SONOMA,UNION,SE,NB,0,28180000,SONOMA & UNION,,,,,,,POINT (-122.406395 37.80078),106,106,6,3,23
VARENNES,UNION,NW,SB,0,25342000,VARENNES & UNION,,,,,,,POINT (-122.406784 37.80073),106,106,6,3,23
MONTGOMERY,JACKSON,NW,SB,0,24765000,MONTGOMERY & JACKSON,,,,,,,POINT (-122.40348 37.796413),106,106,6,3,6
POWELL,UNION,NW,SB,0,25423000,POWELL & UNION,,,,,,,POINT (-122.41082 37.800236),106,106,6,3,6
POWELL,GREEN,SE,NB,10S,25412000,POWELL & GREEN,,,,,,,POINT (-122.41063 37.799297),106,106,6,3,6
POWELL,UNION,SE,NB,0,25423000,POWELL & UNION,,,,,,,POINT (-122.41082 37.800236),106,106,6,3,6
MONTGOMERY,VALLEJO,NW,SB,0,24841000,MONTGOMERY & VALLEJO,,,,,,,POINT (-122.40404 37.799168),106,106,6,3,23
CHESTNUT,MASON,NE,WB,0,25463000,CHESTNUT & MASON,,,,,,,POINT (-122.41321 37.803757),106,106,6,3,23
STOCKTON,GREENWICH,NW,SB,0,25395000,STOCKTON & GREENWICH,,,,,,,POINT (-122.409546 37.802296),106,106,6,3,23
MONTGOMERY,PACIFIC,SE,NB,0,24762000,MONTGOMERY & PACIFIC,,,,,,,POINT (-122.40366 37.797295),106,106,6,3,6
MASON,CHESTNUT,SE,NB,0,25463000,MASON ST & CHESTNUT ST,,,,,,,POINT (-122.41321 37.803757),106,106,6,3,23
POWELL,LOMBARD,SE,NB,0,25453000,POWELL & LOMBARD,,,,,,,POINT (-122.41138 37.80303),106,106,6,3,23
POWELL,FRANCISCO,NW,SB,,25458000,POWELL & FRANCISCO,,,,,,,POINT (-122.41175 37.80489),106,106,6,3,23
FRANCISCO,MASON,NE,WB,0,25471000,FRANCISCO ST & MASON ST,,,,,,,POINT (-122.413414 37.80468),106,106,6,3,23
VALLEJO,GRANT,SE,WB,0,25325000,VALLEJO & GRANT,,,,,,,POINT (-122.407196 37.79877),106,106,6,3,23
SONOMA,GREEN,NW,SB,0,25328000,SONOMA & GREEN,,,,,,,POINT (-122.406204 37.799847),106,106,6,3,23
CHESTNUT,POWELL,SW,EB,0,25455000,CHESTNUT & POWELL,,,,,,,POINT (-122.41157 37.80396),106,106,6,3,23
GRANT,VALLEJO,,NB,,25325000,GRANT & VALLEJO,,,,,,,POINT (-122.407196 37.79877),106,106,6,3,23
MASON,FRANCISCO,,SB,0,25471000,MASON ST & FRANCISCO ST,,,,,,,POINT (-122.413414 37.80468),106,106,6,3,23
GREENWICH,STOCKTON,NE,WB,0,25395000,GREENWICH ST & STOCKTON ST,,,,,,,POINT (-122.409546 37.802296),106,106,6,3,23
GREEN,POWELL,NE,WB,0,25412000,GREEN & POWELL,,,,,,,POINT (-122.41063 37.799297),106,106,6,3,6
FRANCISCO,STOCKTON,SW,EB,0,25405000,FRANCISCO ST & STOCKTON ST,,,,,,,POINT (-122.41011 37.80509),106,106,6,3,23
GREEN,GRANT,NE,WB,0,25326000,GREEN & GRANT,,,,,,,POINT (-122.40738 37.799698),106,106,6,3,23
STOCKTON,FILBERT,NW,SB,0,25366000,STOCKTON & FILBERT,,,,,,,POINT (-122.409355 37.801365),106,106,6,3,23
VALLEJO,KEARNY,NE,WB,0,24842000,VALLEJO & KEARNY,,,,,,,POINT (-122.40563 37.798965),106,106,6,3,23
GREEN,GRANT,SW,EB,0,25326000,GREEN & GRANT,,,,,,,POINT (-122.40738 37.799698),106,106,6,3,23
STOCKTON,UNION,NW,SB,0,25365000,STOCKTON & UNION,,,,,,,POINT (-122.40918 37.80044),106,106,6,3,23
BROADWAY,MASON,SW,EB,,25115000,BROADWAY & MASON,,,,,,,POINT (-122.41187 37.797127),107,107,6,3,6
GREENWICH,TAYLOR,NE,WB,0,25498000,GREENWICH ST & TAYLOR ST,,,,,,,POINT (-122.41448 37.801685),107,107,6,3,32
CHESTNUT,POLK,NE,WB,0,26690000,CHESTNUT & POLK,,,,,,,POINT (-122.42307 37.802486),107,107,4,6,32
GREEN,MASON,NE,WB,0,25417000,GREEN & MASON,,,,,,,POINT (-122.41227 37.79909),107,107,6,3,6
BROADWAY,JONES,NE,WB,,25265000,BROADWAY & JONES,,,,,,,POINT (-122.41518 37.7968),107,107,6,3,21
LOMBARD,POLK,,WB,,26691000,LOMBARD ST & POLK ST,,,,I,,,POINT (-122.42289 37.80155),107,107,4,6,32
FRANCISCO,JONES,WB,WB,,25528000,FRANCISCO ST & JONES ST,,,,,,,POINT (-122.41668 37.80427),107,107,6,3,32
GREENWICH,COLUMBUS,SW,EB,,4299000,GREENWICH ST & COLUMBUS AVE,,,,I,,,POINT (-122.41264 37.80191),107,107,6,3,6
TAYLOR,BROADWAY,NW,SB,,25118000,TAYLOR & BROADWAY,,,,,,,POINT (-122.41354 37.797035),107,107,6,3,21
GREENWICH,LEAVENWORTH,SE,NB,0,25518000,GREENWICH ST & LEAVENWORTH ST,20210716000000,,6438,L,,,POINT (-122.417786 37.80126),107,107,6,6,32
MASON,BROADWAY,SE,NB,,25115000,MASON ST & BROADWAY,,,,,,,POINT (-122.41187 37.797127),107,107,6,3,6
GREEN,TAYLOR,,WB,,25433000,GREEN & TAYLOR,,,,,,,POINT (-122.41392 37.79888),107,107,6,3,21
LEAVENWORTH,BROADWAY,NW,SB,,25284000,LEAVENWORTH ST & BROADWAY,20170815000000,,170815-102,,,,POINT (-122.416824 37.79659),107,107,6,3,21
LOMBARD,TAYLOR,NE,WB,0,25520000,LOMBARD ST & TAYLOR ST,,,,I,,,POINT (-122.414665 37.802616),107,107,6,3,32
CHESTNUT,LARKIN,SW,EB,0,25567000,CHESTNUT & LARKIN,,,,,,,POINT (-122.42147 37.80269),107,107,6,6,32
VALLEJO,MASON,SW,EB,,25116000,VALLEJO & MASON,,,,,,,POINT (-122.41208 37.79816),107,107,6,3,6
POLK,FRANCISCO,,NB,,26702000,POLK ST & FRANCISCO ST,,,,,,,POINT (-122.42326 37.80341),107,107,4,6,32
POLK,FILBERT,SE,NB,,25564000,POLK ST & FILBERT ST,,,,,,,POINT (-122.42251 37.79969),107,107,4,6,32
TAYLOR,GREENWICH,NW,SB,,25498000,TAYLOR & GREENWICH,,,,,,,POINT (-122.41448 37.801685),107,107,6,3,32
LARKIN ST,LOMBARD,NW,SB,0,25566000,LARKIN ST & LOMBARD,,,,,,,POINT (-122.42124 37.801754),107,107,6,6,32
JONES ST,FILBERT,NW,SB,0,25493000,JONES ST & FILBERT,,,,,,,POINT (-122.41593 37.80054),107,107,6,3,32
GREEN,LEAVENWORTH,SW,EB,0,25288000,GREEN & LEAVENWORTH,,,,,,,POINT (-122.417206 37.798466),107,107,6,3,21
BROADWAY,JONES,,SB,,25265000,BROADWAY & JONES,,,,,,,POINT (-122.41518 37.7968),107,107,6,3,21
VALLEJO,LARKIN,NE,WB,,25312000,VALLEJO & LARKIN,,,,,,,POINT (-122.4203 37.797104),107,107,6,3,32
JONES ST,GREENWICH,NW,SB,0,25504000,JONES ST & GREENWICH,,,,,,,POINT (-122.41612 37.801476),107,107,6,3,32
FILBERT,TAYLOR,SW,EB,0,25494000,FILBERT ST & TAYLOR,,,,,,,POINT (-122.41429 37.800755),107,107,6,3,32
HYDE,GREEN,,NB,,25311000,HYDE & GREEN,,,,,,,POINT (-122.418846 37.79826),107,107,6,3,32
BROADWAY,MASON,NE,WB,0,25115000,BROADWAY & MASON,,,,,,,POINT (-122.41187 37.797127),107,107,6,3,6
HYDE,GREEN,,SB,,25311000,HYDE & GREEN,,,,,,,POINT (-122.418846 37.79826),107,107,6,3,32
GREENWICH,POLK,SW,EB,0,26688000,GREENWICH ST & POLK ST,,,,,,,POINT (-122.4227 37.80062),107,107,4,6,32
CHESTNUT,LEAVENWORTH,NE,WB,0,25531000,CHESTNUT & LEAVENWORTH,,,,,,,POINT (-122.41814 37.80313),107,107,6,6,32
LOMBARD,LARKIN,SW,EB,0,25566000,LOMBARD ST & LARKIN ST,,,,I,,,POINT (-122.42124 37.801754),107,107,6,6,32
TAYLOR,LOMBARD,NW,SB,0,25520000,TAYLOR & LOMBARD,,,,,,,POINT (-122.414665 37.802616),107,107,6,3,32
GREEN,TAYLOR,,SB,,25433000,GREEN & TAYLOR,,,,,,,POINT (-122.41392 37.79888),107,107,6,3,21
FILBERT,POLK,NE,WB,0,25564000,FILBERT ST & POLK,,,,,,,POINT (-122.42251 37.79969),107,107,4,6,32
LEAVENWORTH,LOMBARD,SE,NB,,25530000,LEAVENWORTH ST & LOMBARD,,,,,,,POINT (-122.41795 37.802197),107,107,6,3,32
GREENWICH,HYDE,NE,WB,0,25558000,GREENWICH ST & HYDE ST,20171205000000,,171205-152,I,17-4907,,POINT (-122.41941 37.801056),107,107,6,6,32
FRANCISCO,POLK,SW,EB,0,26702000,FRANCISCO ST & POLK ST,,,,,,,POINT (-122.42326 37.80341),107,107,4,6,32
POLK,FILBERT,NW,SB,,25564000,POLK ST & FILBERT ST,,,,,,,POINT (-122.42251 37.79969),107,107,4,6,32
LARKIN ST,UNION,SE,NB,0,25549000,LARKIN ST & UNION,,,,,,,POINT (-122.42068 37.798965),107,107,6,3,32
POLK,GREENWICH,SE,NB,,26688000,POLK ST & GREENWICH ST,20180320000000,,180320-043,I,18-5466,,POINT (-122.4227 37.80062),107,107,4,6,32
JONES ST,GREEN,SE,NB,0,25271000,JONES ST & GREEN,,,,,,,POINT (-122.41556 37.798676),107,107,6,3,21
GREEN,TAYLOR,,NB,,25433000,GREEN & TAYLOR,,,,,,,POINT (-122.41392 37.79888),107,107,6,3,21
GREEN,HYDE,NE,WB,0,25311000,GREEN & HYDE,,,,,,,POINT (-122.418846 37.79826),107,107,6,3,32
BROADWAY,JONES,,NB,,25265000,BROADWAY & JONES,,,,,,,POINT (-122.41518 37.7968),107,107,6,3,21
POLK,FRANCISCO,,SB,,26702000,POLK ST & FRANCISCO ST,,,,,,,POINT (-122.42326 37.80341),107,107,4,6,32
LARKIN ST,LOMBARD,SE,NB,0,25566000,LARKIN ST & LOMBARD,,,,,,,POINT (-122.42124 37.801754),107,107,6,6,32
CHESTNUT,LARKIN,NE,WB,0,25567000,CHESTNUT & LARKIN,,,,,,,POINT (-122.42147 37.80269),107,107,6,6,32
LOMBARD,POLK,SW,EB,0,26691000,LOMBARD ST & POLK ST,,,,I,,,POINT (-122.42289 37.80155),107,107,4,6,32
LOMBARD,JONES,NE,WB,0,25521000,LOMBARD ST & JONES ST,,,,I,,,POINT (-122.41631 37.802406),107,107,6,3,32
POLK,CHESTNUT,,SB,,26690000,POLK ST & CHESTNUT ST,,,,,,,POINT (-122.42307 37.802486),107,107,4,6,32
LARKIN ST,FILBERT,NW,SB,,25561000,LARKIN ST & FILBERT,,,,,,,POINT (-122.42087 37.799896),107,107,6,6,32
FILBERT,TAYLOR,NE,WB,0,25494000,FILBERT ST & TAYLOR,,,,,,,POINT (-122.41429 37.800755),107,107,6,3,32
FILBERT,LEAVENWORTH,NE,WB,0,25517000,FILBERT ST & LEAVENWORTH,,,,,,,POINT (-122.41757 37.800335),107,107,6,6,32
GREENWICH,MASON,SW,EB,0,25444000,GREENWICH ST & MASON ST,,,,I,,,POINT (-122.412834 37.801888),107,107,6,3,6
GREENWICH,JONES,NE,WB,0,25504000,GREENWICH ST & JONES ST,,,,,,,POINT (-122.41612 37.801476),107,107,6,3,32
